time,timezone,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,winddirection_10m,direct_radiation,soil_moisture_28_to_100cm,soil_temperature_28_to_100cm
2025-02-20T00:00,Asia/Kolkata,25.5,42.0,0.0,8.3,349.0,0.0,0.254,29.1
2025-02-20T01:00,Asia/Kolkata,24.8,48.0,0.0,10.2,350.0,0.0,0.254,29.1
2025-02-20T02:00,Asia/Kolkata,24.4,53.0,0.0,11.5,352.0,0.0,0.254,29.1
2025-02-20T03:00,Asia/Kolkata,24.2,52.0,0.0,11.8,352.0,0.0,0.254,29.1
2025-02-20T04:00,Asia/Kolkata,24.4,47.0,0.0,10.3,359.0,0.0,0.254,29.1
2025-02-20T05:00,Asia/Kolkata,23.9,45.0,0.0,6.4,25.0,0.0,0.254,29.1
2025-02-20T06:00,Asia/Kolkata,22.4,57.0,0.0,6.0,3.0,0.0,0.254,29.1
2025-02-20T07:00,Asia/Kolkata,22.5,55.0,0.0,7.1,7.0,2.0,0.254,29.1
2025-02-20T08:00,Asia/Kolkata,24.5,48.0,0.0,7.5,10.0,79.0,0.254,29.1
2025-02-20T09:00,Asia/Kolkata,27.9,38.0,0.0,6.0,5.0,263.0,0.254,29.1
2025-02-20T10:00,Asia/Kolkata,31.5,28.0,0.0,7.9,1.0,455.0,0.254,29.1
2025-02-20T11:00,Asia/Kolkata,33.6,22.0,0.0,9.2,359.0,609.0,0.254,29.1
2025-02-20T12:00,Asia/Kolkata,34.7,20.0,0.0,10.3,344.0,705.0,0.254,29.1
2025-02-20T13:00,Asia/Kolkata,34.8,24.0,0.0,12.1,320.0,732.0,0.254,29.1
2025-02-20T14:00,Asia/Kolkata,33.6,34.0,0.0,15.9,312.0,685.0,0.254,29.1
2025-02-20T15:00,Asia/Kolkata,33.0,35.0,0.0,17.5,312.0,572.0,0.254,29.1
2025-02-20T16:00,Asia/Kolkata,32.6,35.0,0.0,17.4,316.0,408.0,0.254,29.1
2025-02-20T17:00,Asia/Kolkata,31.4,39.0,0.0,16.2,321.0,215.0,0.254,29.1
2025-02-20T18:00,Asia/Kolkata,29.2,43.0,0.0,16.2,331.0,48.0,0.254,29.1
2025-02-20T19:00,Asia/Kolkata,29.0,41.0,0.0,18.5,341.0,0.0,0.254,29.1
2025-02-20T20:00,Asia/Kolkata,28.9,36.0,0.0,17.5,350.0,0.0,0.254,29.2
2025-02-20T21:00,Asia/Kolkata,28.7,32.0,0.0,16.4,357.0,0.0,0.254,29.2
2025-02-20T22:00,Asia/Kolkata,28.6,30.0,0.0,14.9,9.0,0.0,0.254,29.2
2025-02-20T23:00,Asia/Kolkata,28.4,28.0,0.0,15.6,6.0,0.0,0.254,29.2
2025-02-21T00:00,Asia/Kolkata,28.1,28.0,0.0,14.9,11.0,0.0,0.254,29.2
2025-02-21T01:00,Asia/Kolkata,27.9,29.0,0.0,14.6,16.0,0.0,0.254,29.2
2025-02-21T02:00,Asia/Kolkata,28.1,27.0,0.0,15.9,18.0,0.0,0.254,29.2
2025-02-21T03:00,Asia/Kolkata,27.9,27.0,0.0,13.6,28.0,0.0,0.254,29.2
2025-02-21T04:00,Asia/Kolkata,27.0,28.0,0.0,10.5,37.0,0.0,0.254,29.2
2025-02-21T05:00,Asia/Kolkata,26.3,29.0,0.0,9.7,24.0,0.0,0.254,29.2
2025-02-21T06:00,Asia/Kolkata,24.9,36.0,0.0,8.4,23.0,0.0,0.254,29.2
2025-02-21T07:00,Asia/Kolkata,24.8,37.0,0.0,9.4,32.0,2.0,0.254,29.2
2025-02-21T08:00,Asia/Kolkata,26.5,34.0,0.0,10.3,44.0,81.0,0.254,29.2
2025-02-21T09:00,Asia/Kolkata,29.2,30.0,0.0,8.7,43.0,265.0,0.254,29.2
2025-02-21T10:00,Asia/Kolkata,32.5,25.0,0.0,9.9,44.0,457.0,0.254,29.2
2025-02-21T11:00,Asia/Kolkata,35.2,20.0,0.0,10.2,46.0,610.0,0.254,29.2
2025-02-21T12:00,Asia/Kolkata,36.4,18.0,0.0,6.0,25.0,706.0,0.254,29.2
2025-02-21T13:00,Asia/Kolkata,36.8,18.0,0.0,6.8,318.0,733.0,0.254,29.2
2025-02-21T14:00,Asia/Kolkata,35.5,28.0,0.0,13.7,308.0,688.0,0.254,29.2
2025-02-21T15:00,Asia/Kolkata,34.3,32.0,0.0,16.3,311.0,576.0,0.254,29.2
2025-02-21T16:00,Asia/Kolkata,32.9,37.0,0.0,16.2,313.0,409.0,0.254,29.2
2025-02-21T17:00,Asia/Kolkata,31.6,38.0,0.0,14.9,328.0,214.0,0.254,29.2
2025-02-21T18:00,Asia/Kolkata,30.3,43.0,0.0,13.6,331.0,47.0,0.254,29.2
2025-02-21T19:00,Asia/Kolkata,29.8,43.0,0.0,16.5,338.0,0.0,0.254,29.2
2025-02-21T20:00,Asia/Kolkata,29.6,39.0,0.0,16.9,349.0,0.0,0.254,29.2
2025-02-21T21:00,Asia/Kolkata,29.5,36.0,0.0,14.0,1.0,0.0,0.254,29.3
2025-02-21T22:00,Asia/Kolkata,29.1,35.0,0.0,12.4,17.0,0.0,0.254,29.3
2025-02-21T23:00,Asia/Kolkata,28.9,34.0,0.0,13.7,18.0,0.0,0.254,29.3
2025-02-22T00:00,Asia/Kolkata,28.8,31.0,0.0,14.1,15.0,0.0,0.254,29.3
2025-02-22T01:00,Asia/Kolkata,28.4,29.0,0.0,12.8,16.0,0.0,0.254,29.3
2025-02-22T02:00,Asia/Kolkata,27.7,30.0,0.0,9.9,35.0,0.0,0.254,29.3
2025-02-22T03:00,Asia/Kolkata,27.3,30.0,0.0,9.6,30.0,0.0,0.254,29.3
2025-02-22T04:00,Asia/Kolkata,26.8,31.0,0.0,9.1,18.0,0.0,0.254,29.3
2025-02-22T05:00,Asia/Kolkata,26.1,32.0,0.0,7.6,27.0,0.0,0.254,29.3
2025-02-22T06:00,Asia/Kolkata,24.9,37.0,0.0,6.6,43.0,0.0,0.254,29.3
2025-02-22T07:00,Asia/Kolkata,24.6,38.0,0.0,7.4,51.0,2.0,0.254,29.3
2025-02-22T08:00,Asia/Kolkata,26.1,36.0,0.0,7.3,62.0,83.0,0.254,29.3
2025-02-22T09:00,Asia/Kolkata,28.9,32.0,0.0,4.5,61.0,267.0,0.254,29.3
2025-02-22T10:00,Asia/Kolkata,32.1,27.0,0.0,3.5,55.0,459.0,0.254,29.3
2025-02-22T11:00,Asia/Kolkata,34.3,23.0,0.0,1.8,307.0,613.0,0.254,29.3
2025-02-22T12:00,Asia/Kolkata,35.0,24.0,0.0,5.6,287.0,709.0,0.254,29.3
2025-02-22T13:00,Asia/Kolkata,34.7,27.0,0.0,10.4,288.0,735.0,0.254,29.3
2025-02-22T14:00,Asia/Kolkata,34.1,27.0,0.0,13.6,298.0,690.0,0.254,29.3
2025-02-22T15:00,Asia/Kolkata,33.0,27.0,0.0,14.1,309.0,578.0,0.254,29.4
2025-02-22T16:00,Asia/Kolkata,31.5,39.0,0.0,14.0,314.0,413.0,0.254,29.4
2025-02-22T17:00,Asia/Kolkata,30.3,44.0,0.0,13.5,307.0,215.0,0.254,29.4
2025-02-22T18:00,Asia/Kolkata,28.4,54.0,0.0,17.7,321.0,48.0,0.254,29.4
2025-02-22T19:00,Asia/Kolkata,28.2,56.0,0.0,17.1,322.0,0.0,0.254,29.4
2025-02-22T20:00,Asia/Kolkata,28.5,46.0,0.0,16.3,335.0,0.0,0.254,29.4
2025-02-22T21:00,Asia/Kolkata,28.5,40.0,0.0,11.9,342.0,0.0,0.254,29.4
2025-02-22T22:00,Asia/Kolkata,28.4,36.0,0.0,11.5,343.0,0.0,0.254,29.4
2025-02-22T23:00,Asia/Kolkata,28.1,34.0,0.0,11.4,353.0,0.0,0.254,29.4
2025-02-23T00:00,Asia/Kolkata,27.6,34.0,0.0,10.0,17.0,0.0,0.254,29.4
2025-02-23T01:00,Asia/Kolkata,27.3,33.0,0.0,10.1,27.0,0.0,0.254,29.5
2025-02-23T02:00,Asia/Kolkata,27.0,32.0,0.0,9.4,30.0,0.0,0.254,29.5
2025-02-23T03:00,Asia/Kolkata,26.5,32.0,0.0,9.0,30.0,0.0,0.254,29.5
2025-02-23T04:00,Asia/Kolkata,25.8,33.0,0.0,7.4,34.0,0.0,0.254,29.5
2025-02-23T05:00,Asia/Kolkata,25.0,35.0,0.0,6.2,54.0,0.0,0.254,29.5
2025-02-23T06:00,Asia/Kolkata,23.8,44.0,0.0,5.2,56.0,0.0,0.254,29.5
2025-02-23T07:00,Asia/Kolkata,23.7,46.0,0.0,6.0,49.0,2.0,0.254,29.5
2025-02-23T08:00,Asia/Kolkata,25.6,42.0,0.0,7.2,51.0,85.0,0.254,29.5
2025-02-23T09:00,Asia/Kolkata,28.9,34.0,0.0,5.3,35.0,273.0,0.254,29.5
2025-02-23T10:00,Asia/Kolkata,32.7,26.0,0.0,4.4,32.0,467.0,0.254,29.5
2025-02-23T11:00,Asia/Kolkata,35.0,21.0,0.0,3.1,332.0,622.0,0.253,29.5
2025-02-23T12:00,Asia/Kolkata,35.7,22.0,0.0,5.8,296.0,718.0,0.253,29.5
2025-02-23T13:00,Asia/Kolkata,35.8,26.0,0.0,10.3,293.0,745.0,0.253,29.5
2025-02-23T14:00,Asia/Kolkata,35.8,23.0,0.0,12.2,290.0,696.0,0.253,29.5
2025-02-23T15:00,Asia/Kolkata,34.9,24.0,0.0,13.7,295.0,585.0,0.253,29.5
2025-02-23T16:00,Asia/Kolkata,33.4,29.0,0.0,12.7,301.0,417.0,0.253,29.5
2025-02-23T17:00,Asia/Kolkata,31.6,40.0,0.0,10.1,316.0,220.0,0.253,29.5
2025-02-23T18:00,Asia/Kolkata,30.0,45.0,0.0,10.5,325.0,50.0,0.253,29.5
2025-02-23T19:00,Asia/Kolkata,29.3,48.0,0.0,13.2,328.0,0.0,0.253,29.5
2025-02-23T20:00,Asia/Kolkata,29.2,42.0,0.0,14.1,337.0,0.0,0.253,29.5
2025-02-23T21:00,Asia/Kolkata,29.5,33.0,0.0,14.4,352.0,0.0,0.253,29.6
2025-02-23T22:00,Asia/Kolkata,29.4,30.0,0.0,15.4,353.0,0.0,0.253,29.6
2025-02-23T23:00,Asia/Kolkata,28.9,31.0,0.0,15.4,353.0,0.0,0.253,29.6
2025-02-24T00:00,Asia/Kolkata,27.9,34.0,0.0,11.3,1.0,0.0,0.253,29.6
2025-02-24T01:00,Asia/Kolkata,27.0,35.0,0.0,6.8,32.0,0.0,0.253,29.6
2025-02-24T02:00,Asia/Kolkata,26.3,35.0,0.0,8.0,25.0,0.0,0.253,29.6
2025-02-24T03:00,Asia/Kolkata,25.9,34.0,0.0,8.7,21.0,0.0,0.253,29.6
2025-02-24T04:00,Asia/Kolkata,25.3,34.0,0.0,6.9,39.0,0.0,0.253,29.6
2025-02-24T05:00,Asia/Kolkata,24.7,34.0,0.0,6.7,54.0,0.0,0.253,29.6
2025-02-24T06:00,Asia/Kolkata,24.4,40.0,0.0,9.8,50.0,0.0,0.253,29.6
2025-02-24T07:00,Asia/Kolkata,24.5,39.0,0.0,10.7,44.0,2.0,0.253,29.6
2025-02-24T08:00,Asia/Kolkata,26.2,36.0,0.0,10.5,51.0,86.0,0.253,29.6
2025-02-24T09:00,Asia/Kolkata,29.5,30.0,0.0,7.3,59.0,274.0,0.253,29.6
2025-02-24T10:00,Asia/Kolkata,33.4,23.0,0.0,7.8,75.0,467.0,0.253,29.6
2025-02-24T11:00,Asia/Kolkata,35.9,17.0,0.0,4.5,97.0,623.0,0.253,29.6
2025-02-24T12:00,Asia/Kolkata,37.0,15.0,0.0,1.9,253.0,719.0,0.253,29.6
2025-02-24T13:00,Asia/Kolkata,36.3,21.0,0.0,10.1,275.0,746.0,0.253,29.6
2025-02-24T14:00,Asia/Kolkata,35.5,25.0,0.0,12.5,288.0,700.0,0.253,29.6
2025-02-24T15:00,Asia/Kolkata,34.9,25.0,0.0,13.4,296.0,589.0,0.253,29.6
2025-02-24T16:00,Asia/Kolkata,33.8,28.0,0.0,13.5,300.0,420.0,0.253,29.6
2025-02-24T17:00,Asia/Kolkata,32.4,34.0,0.0,14.4,317.0,220.0,0.253,29.7
2025-02-24T18:00,Asia/Kolkata,30.0,49.0,0.0,13.4,321.0,50.0,0.253,29.7
2025-02-24T19:00,Asia/Kolkata,28.9,56.0,0.0,12.8,331.0,0.0,0.253,29.7
2025-02-24T20:00,Asia/Kolkata,29.1,45.0,0.0,14.0,338.0,0.0,0.253,29.7
2025-02-24T21:00,Asia/Kolkata,29.0,39.0,0.0,13.0,350.0,0.0,0.253,29.7
2025-02-24T22:00,Asia/Kolkata,29.0,32.0,0.0,11.4,4.0,0.0,0.253,29.7
2025-02-24T23:00,Asia/Kolkata,29.1,28.0,0.0,11.2,3.0,0.0,0.253,29.7
2025-02-25T00:00,Asia/Kolkata,28.6,28.0,0.0,10.1,5.0,0.0,0.253,29.7
2025-02-25T01:00,Asia/Kolkata,28.0,28.0,0.0,9.3,8.0,0.0,0.253,29.7
2025-02-25T02:00,Asia/Kolkata,27.2,29.0,0.0,6.6,37.0,0.0,0.253,29.7
2025-02-25T03:00,Asia/Kolkata,26.5,29.0,0.0,6.6,57.0,0.0,0.253,29.7
2025-02-25T04:00,Asia/Kolkata,25.9,30.0,0.0,8.0,52.0,0.0,0.253,29.7
2025-02-25T05:00,Asia/Kolkata,25.5,31.0,0.0,8.2,38.0,0.0,0.253,29.8
2025-02-25T06:00,Asia/Kolkata,24.8,36.0,0.0,6.6,49.0,0.0,0.253,29.8
2025-02-25T07:00,Asia/Kolkata,24.9,36.0,0.0,8.7,56.0,2.0,0.253,29.8
2025-02-25T08:00,Asia/Kolkata,26.5,33.0,0.0,8.4,74.0,86.0,0.253,29.8
2025-02-25T09:00,Asia/Kolkata,29.5,29.0,0.0,4.9,84.0,256.0,0.253,29.8
2025-02-25T10:00,Asia/Kolkata,33.2,22.0,0.0,3.2,93.0,446.0,0.253,29.8
2025-02-25T11:00,Asia/Kolkata,35.8,17.0,0.0,4.9,80.0,576.0,0.253,29.8
2025-02-25T12:00,Asia/Kolkata,37.0,15.0,0.0,1.7,198.0,654.0,0.253,29.8
2025-02-25T13:00,Asia/Kolkata,37.6,15.0,0.0,6.1,275.0,743.0,0.253,29.8
2025-02-25T14:00,Asia/Kolkata,36.8,20.0,0.0,12.2,279.0,700.0,0.253,29.8
2025-02-25T15:00,Asia/Kolkata,35.9,22.0,0.0,14.2,288.0,589.0,0.253,29.8
2025-02-25T16:00,Asia/Kolkata,34.2,27.0,0.0,14.6,305.0,420.0,0.253,29.8
2025-02-25T17:00,Asia/Kolkata,32.3,35.0,0.0,12.9,325.0,220.0,0.253,29.8
2025-02-25T18:00,Asia/Kolkata,29.2,53.0,0.0,10.9,315.0,50.0,0.253,29.8
2025-02-25T19:00,Asia/Kolkata,28.4,53.0,0.0,8.1,302.0,0.0,0.253,29.8
2025-02-25T20:00,Asia/Kolkata,27.9,56.0,0.0,3.7,321.0,0.0,0.253,29.8
2025-02-25T21:00,Asia/Kolkata,27.9,53.0,0.0,3.8,85.0,0.0,0.253,29.8
2025-02-25T22:00,Asia/Kolkata,27.4,54.0,0.0,1.5,30.0,0.0,0.253,29.8
2025-02-25T23:00,Asia/Kolkata,26.8,56.0,0.0,1.0,315.0,0.0,0.253,29.8
2025-02-26T00:00,Asia/Kolkata,26.2,59.0,0.0,0.6,198.0,0.0,0.253,29.9
2025-02-26T01:00,Asia/Kolkata,25.7,65.0,0.0,0.2,180.0,0.0,0.253,29.9
2025-02-26T02:00,Asia/Kolkata,25.1,67.0,0.0,0.5,225.0,0.0,0.253,29.9
2025-02-26T03:00,Asia/Kolkata,24.1,66.0,0.0,0.8,27.0,0.0,0.253,29.9
2025-02-26T04:00,Asia/Kolkata,23.3,66.0,0.0,2.8,35.0,0.0,0.253,29.9
2025-02-26T05:00,Asia/Kolkata,23.2,61.0,0.0,3.6,49.0,0.0,0.253,29.9
2025-02-26T06:00,Asia/Kolkata,23.0,63.0,0.0,2.8,27.0,0.0,0.253,29.9
2025-02-26T07:00,Asia/Kolkata,23.5,59.0,0.0,4.5,37.0,3.0,0.253,29.9
2025-02-26T08:00,Asia/Kolkata,25.8,48.0,0.0,4.8,63.0,88.0,0.253,29.9
2025-02-26T09:00,Asia/Kolkata,29.3,35.0,0.0,4.3,75.0,275.0,0.253,29.9
2025-02-26T10:00,Asia/Kolkata,33.2,25.0,0.0,3.8,95.0,469.0,0.253,29.9
2025-02-26T11:00,Asia/Kolkata,35.5,20.0,0.0,3.4,137.0,624.0,0.253,29.9
2025-02-26T12:00,Asia/Kolkata,36.9,18.0,0.0,2.3,225.0,721.0,0.253,29.9
2025-02-26T13:00,Asia/Kolkata,37.3,18.0,0.0,7.2,271.0,748.0,0.253,29.9
2025-02-26T14:00,Asia/Kolkata,35.8,24.0,0.0,14.1,267.0,699.0,0.253,29.9
2025-02-26T15:00,Asia/Kolkata,34.3,29.0,0.0,14.8,266.0,584.0,0.252,29.9
2025-02-26T16:00,Asia/Kolkata,33.2,32.0,0.0,10.4,270.0,416.0,0.252,29.9
2025-02-26T17:00,Asia/Kolkata,32.4,37.0,0.0,9.6,287.0,219.0,0.252,29.9
2025-02-26T18:00,Asia/Kolkata,29.9,49.0,0.0,12.7,301.0,50.0,0.252,29.9
2025-02-26T19:00,Asia/Kolkata,28.8,54.0,0.0,9.9,327.0,0.0,0.252,29.9
2025-02-26T20:00,Asia/Kolkata,28.3,55.0,0.0,3.7,11.0,0.0,0.252,29.9
2025-02-26T21:00,Asia/Kolkata,28.2,53.0,0.0,5.2,12.0,0.0,0.252,29.9
2025-02-26T22:00,Asia/Kolkata,27.9,51.0,0.0,4.5,16.0,0.0,0.252,30.0
2025-02-26T23:00,Asia/Kolkata,27.4,50.0,0.0,4.0,8.0,0.0,0.252,30.0
2025-02-27T00:00,Asia/Kolkata,26.6,51.0,0.0,3.1,360.0,0.0,0.252,30.0
2025-02-27T01:00,Asia/Kolkata,26.1,52.0,0.0,3.2,341.0,0.0,0.252,30.0
2025-02-27T02:00,Asia/Kolkata,25.7,53.0,0.0,4.3,360.0,0.0,0.252,30.0
2025-02-27T03:00,Asia/Kolkata,25.2,54.0,0.0,6.5,347.0,0.0,0.252,30.0
2025-02-27T04:00,Asia/Kolkata,24.7,54.0,0.0,5.2,16.0,0.0,0.252,30.0
2025-02-27T05:00,Asia/Kolkata,24.2,55.0,0.0,5.3,35.0,0.0,0.252,30.0
2025-02-27T06:00,Asia/Kolkata,24.0,55.0,0.0,4.6,36.0,0.0,0.252,30.0
2025-02-27T07:00,Asia/Kolkata,24.2,53.0,0.0,5.0,35.0,3.0,0.252,30.0
2025-02-27T08:00,Asia/Kolkata,26.3,46.0,0.0,5.6,48.0,88.0,0.252,30.0
2025-02-27T09:00,Asia/Kolkata,29.8,37.0,0.0,3.6,63.0,275.0,0.252,30.0
2025-02-27T10:00,Asia/Kolkata,33.5,27.0,0.0,2.7,86.0,468.0,0.252,30.0
2025-02-27T11:00,Asia/Kolkata,35.4,24.0,0.0,4.3,202.0,622.0,0.252,30.0
2025-02-27T12:00,Asia/Kolkata,35.9,23.0,0.0,8.4,225.0,718.0,0.252,30.0
2025-02-27T13:00,Asia/Kolkata,35.7,24.0,0.0,10.4,238.0,744.0,0.252,30.0
2025-02-27T14:00,Asia/Kolkata,35.5,25.0,0.0,11.3,252.0,698.0,0.252,30.0
2025-02-27T15:00,Asia/Kolkata,34.6,27.0,0.0,13.7,272.0,584.0,0.252,30.0
2025-02-27T16:00,Asia/Kolkata,33.3,32.0,0.0,15.0,284.0,415.0,0.252,30.0
2025-02-27T17:00,Asia/Kolkata,31.6,39.0,0.0,13.3,297.0,219.0,0.252,30.0
2025-02-27T18:00,Asia/Kolkata,29.9,48.0,0.0,9.8,284.0,50.0,0.252,30.0
2025-02-27T19:00,Asia/Kolkata,29.0,56.0,0.0,6.9,313.0,0.0,0.252,30.0
2025-02-27T20:00,Asia/Kolkata,28.7,58.0,0.0,2.8,345.0,0.0,0.252,30.0
2025-02-27T21:00,Asia/Kolkata,28.5,56.0,0.0,3.4,58.0,0.0,0.252,30.0
2025-02-27T22:00,Asia/Kolkata,28.2,54.0,0.0,4.3,90.0,0.0,0.252,30.1
2025-02-27T23:00,Asia/Kolkata,27.2,56.0,0.0,2.9,133.0,0.0,0.252,30.1
2025-02-28T00:00,Asia/Kolkata,26.5,62.0,0.0,2.0,135.0,0.0,0.252,30.1
2025-02-28T01:00,Asia/Kolkata,26.0,64.0,0.0,0.9,323.0,0.0,0.252,30.1
2025-02-28T02:00,Asia/Kolkata,25.6,64.0,0.0,3.5,305.0,0.0,0.252,30.1
2025-02-28T03:00,Asia/Kolkata,25.3,69.0,0.0,4.2,313.0,0.0,0.252,30.1
2025-02-28T04:00,Asia/Kolkata,24.9,73.0,0.0,4.5,331.0,0.0,0.252,30.1
2025-02-28T05:00,Asia/Kolkata,24.4,76.0,0.0,4.4,351.0,0.0,0.252,30.1
2025-02-28T06:00,Asia/Kolkata,24.3,79.0,0.0,3.2,34.0,0.0,0.252,30.1
2025-02-28T07:00,Asia/Kolkata,24.3,73.0,0.0,4.4,78.0,3.0,0.252,30.1
2025-02-28T08:00,Asia/Kolkata,26.3,61.0,0.0,2.9,86.0,88.0,0.252,30.1
2025-02-28T09:00,Asia/Kolkata,29.5,46.0,0.0,1.1,351.0,273.0,0.252,30.1
2025-02-28T10:00,Asia/Kolkata,31.9,35.0,0.0,3.1,298.0,461.0,0.252,30.1
2025-02-28T11:00,Asia/Kolkata,33.3,33.0,0.0,6.0,295.0,615.0,0.252,30.1
2025-02-28T12:00,Asia/Kolkata,33.5,38.0,0.0,9.4,299.0,706.0,0.252,30.1
2025-02-28T13:00,Asia/Kolkata,33.4,40.0,0.0,13.4,306.0,733.0,0.252,30.1
2025-02-28T14:00,Asia/Kolkata,33.4,38.0,0.0,14.9,313.0,689.0,0.252,30.1
2025-02-28T15:00,Asia/Kolkata,33.5,35.0,0.0,13.1,312.0,580.0,0.252,30.1
2025-02-28T16:00,Asia/Kolkata,33.4,35.0,0.0,11.6,309.0,405.0,0.252,30.1
2025-02-28T17:00,Asia/Kolkata,32.2,38.0,0.0,13.4,317.0,217.0,0.252,30.1
2025-02-28T18:00,Asia/Kolkata,29.7,50.0,0.0,14.1,326.0,51.0,0.252,30.1
2025-02-28T19:00,Asia/Kolkata,28.8,52.0,0.0,12.1,340.0,0.0,0.252,30.1
2025-02-28T20:00,Asia/Kolkata,28.6,49.0,0.0,14.6,342.0,0.0,0.252,30.1
2025-02-28T21:00,Asia/Kolkata,28.8,41.0,0.0,12.9,348.0,0.0,0.252,30.1
2025-02-28T22:00,Asia/Kolkata,28.4,38.0,0.0,10.5,5.0,0.0,0.252,30.1
2025-02-28T23:00,Asia/Kolkata,28.0,37.0,0.0,9.4,355.0,0.0,0.252,30.2
2025-03-01T00:00,Asia/Kolkata,27.2,41.0,0.0,9.0,350.0,0.0,0.252,30.2
2025-03-01T01:00,Asia/Kolkata,26.5,44.0,0.0,8.2,351.0,0.0,0.252,30.2
2025-03-01T02:00,Asia/Kolkata,26.2,45.0,0.0,10.9,338.0,0.0,0.252,30.2
2025-03-01T03:00,Asia/Kolkata,26.1,45.0,0.0,12.1,333.0,0.0,0.252,30.2
2025-03-01T04:00,Asia/Kolkata,25.9,47.0,0.0,11.6,338.0,0.0,0.252,30.2
2025-03-01T05:00,Asia/Kolkata,25.5,50.0,0.0,11.2,342.0,0.0,0.252,30.2
2025-03-01T06:00,Asia/Kolkata,25.0,56.0,0.0,8.0,9.0,0.0,0.252,30.2
2025-03-01T07:00,Asia/Kolkata,24.7,56.0,0.0,7.0,23.0,3.0,0.252,30.2
2025-03-01T08:00,Asia/Kolkata,26.3,46.0,0.0,4.3,28.0,91.0,0.252,30.2
2025-03-01T09:00,Asia/Kolkata,29.3,36.0,0.0,3.6,360.0,278.0,0.252,30.2
2025-03-01T10:00,Asia/Kolkata,32.0,30.0,0.0,6.3,333.0,468.0,0.252,30.2
2025-03-01T11:00,Asia/Kolkata,33.2,34.0,0.0,7.9,317.0,620.0,0.252,30.2
2025-03-01T12:00,Asia/Kolkata,33.4,42.0,0.0,10.0,304.0,713.0,0.252,30.2
2025-03-01T13:00,Asia/Kolkata,33.5,44.0,0.0,11.7,299.0,738.0,0.252,30.2
2025-03-01T14:00,Asia/Kolkata,33.8,39.0,0.0,13.2,304.0,693.0,0.252,30.2
2025-03-01T15:00,Asia/Kolkata,33.6,33.0,0.0,14.9,308.0,580.0,0.252,30.2
2025-03-01T16:00,Asia/Kolkata,32.3,39.0,0.0,14.6,316.0,416.0,0.252,30.2
2025-03-01T17:00,Asia/Kolkata,30.9,49.0,0.0,16.1,323.0,221.0,0.252,30.2
2025-03-01T18:00,Asia/Kolkata,29.4,53.0,0.0,14.5,328.0,52.0,0.252,30.2
2025-03-01T19:00,Asia/Kolkata,29.1,47.0,0.0,15.2,334.0,0.0,0.252,30.2
2025-03-01T20:00,Asia/Kolkata,29.3,37.0,0.0,14.3,349.0,0.0,0.252,30.2
2025-03-01T21:00,Asia/Kolkata,29.2,33.0,0.0,12.6,357.0,0.0,0.252,30.2
2025-03-01T22:00,Asia/Kolkata,29.0,30.0,0.0,11.5,359.0,0.0,0.252,30.2
2025-03-01T23:00,Asia/Kolkata,28.4,30.0,0.0,8.5,356.0,0.0,0.252,30.2
2025-03-02T00:00,Asia/Kolkata,27.3,33.0,0.0,7.6,359.0,0.0,0.252,30.2
2025-03-02T01:00,Asia/Kolkata,26.3,34.0,0.0,5.4,356.0,0.0,0.252,30.2
2025-03-02T02:00,Asia/Kolkata,25.9,37.0,0.0,6.9,335.0,0.0,0.252,30.3
2025-03-02T03:00,Asia/Kolkata,25.5,39.0,0.0,7.4,338.0,0.0,0.252,30.3
2025-03-02T04:00,Asia/Kolkata,25.2,41.0,0.0,8.6,338.0,0.0,0.252,30.3
2025-03-02T05:00,Asia/Kolkata,24.9,42.0,0.0,9.3,342.0,0.0,0.252,30.3
2025-03-02T06:00,Asia/Kolkata,24.7,48.0,0.0,11.7,346.0,0.0,0.252,30.3
2025-03-02T07:00,Asia/Kolkata,24.9,42.0,0.0,11.7,356.0,3.0,0.252,30.3
2025-03-02T08:00,Asia/Kolkata,26.5,36.0,0.0,9.4,4.0,91.0,0.252,30.3
2025-03-02T09:00,Asia/Kolkata,29.7,30.0,0.0,8.3,2.0,280.0,0.252,30.3
2025-03-02T10:00,Asia/Kolkata,32.9,25.0,0.0,9.9,360.0,475.0,0.252,30.2
2025-03-02T11:00,Asia/Kolkata,35.0,21.0,0.0,10.9,352.0,610.0,0.251,30.2
2025-03-02T12:00,Asia/Kolkata,36.1,18.0,0.0,12.4,338.0,728.0,0.251,30.2
2025-03-02T13:00,Asia/Kolkata,36.3,21.0,0.0,13.6,321.0,753.0,0.251,30.2
2025-03-02T14:00,Asia/Kolkata,36.0,26.0,0.0,14.8,312.0,705.0,0.251,30.2
2025-03-02T15:00,Asia/Kolkata,35.2,30.0,0.0,15.6,309.0,592.0,0.251,30.2
2025-03-02T16:00,Asia/Kolkata,33.1,38.0,0.0,16.8,316.0,420.0,0.251,30.2
2025-03-02T17:00,Asia/Kolkata,31.6,41.0,0.0,15.8,328.0,226.0,0.251,30.3
2025-03-02T18:00,Asia/Kolkata,29.2,52.0,0.0,15.1,327.0,52.0,0.251,30.3
2025-03-02T19:00,Asia/Kolkata,28.4,54.0,0.0,14.6,328.0,0.0,0.251,30.3
2025-03-02T20:00,Asia/Kolkata,28.7,42.0,0.0,17.1,336.0,0.0,0.251,30.3
2025-03-02T21:00,Asia/Kolkata,28.5,38.0,0.0,15.0,342.0,0.0,0.251,30.3
