latitude,longitude,elevation,time (IST),temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),windspeed_10m (km/h),winddirection_10m (°),direct_radiation (W/m²),soil_moisture_28_to_100cm (m³/m³),soil_temperature_28_to_100cm (°C),surface_pressure (hPa),wind_gusts_10m (km/h),direct_radiation_instant (W/m²)
20.56239,74.395164,503.0,2023-06-21T16:00,32.6,46.0,0.0,18.3,260.0,225.0,0.294,32.2,948.3,42.5,194.7
20.56239,74.395164,503.0,2023-06-21T17:00,31.7,46.0,0.0,15.9,273.0,198.0,0.294,32.2,948.3,37.4,155.0
20.56239,74.395164,503.0,2023-06-21T18:00,30.9,49.0,0.0,18.1,263.0,63.0,0.294,32.2,948.6,34.9,36.7
20.56239,74.395164,503.0,2023-06-21T19:00,30.0,52.0,0.0,15.5,265.0,3.0,0.294,32.2,949.2,34.2,0.0
20.56239,74.395164,503.0,2023-06-21T20:00,29.3,55.0,0.0,17.0,264.0,0.0,0.294,32.2,950.3,31.0,0.0
20.56239,74.395164,503.0,2023-06-21T21:00,28.2,60.0,0.0,15.7,261.0,0.0,0.294,32.2,950.7,31.3,0.0
20.56239,74.395164,503.0,2023-06-21T22:00,27.2,65.0,0.0,13.4,262.0,0.0,0.294,32.2,951.1,28.1,0.0
20.56239,74.395164,503.0,2023-06-21T23:00,26.4,70.0,0.0,13.8,264.0,0.0,0.294,32.2,951.0,24.8,0.0
20.56239,74.395164,503.0,2023-06-22T00:00,25.6,76.0,0.0,13.7,256.0,0.0,0.294,32.2,950.6,25.2,0.0
20.56239,74.395164,503.0,2023-06-22T01:00,25.0,78.0,0.0,13.9,253.0,0.0,0.294,32.2,950.1,24.8,0.0
20.56239,74.395164,503.0,2023-06-22T02:00,24.7,80.0,0.0,14.1,255.0,0.0,0.294,32.2,949.5,25.6,0.0
20.56239,74.395164,503.0,2023-06-22T03:00,24.5,81.0,0.0,14.4,257.0,0.0,0.294,32.2,949.3,25.9,0.0
20.56239,74.395164,503.0,2023-06-22T04:00,24.3,82.0,0.0,14.4,257.0,0.0,0.294,32.2,949.4,25.9,0.0
20.56239,74.395164,503.0,2023-06-22T05:00,25.0,81.0,0.0,13.1,261.0,0.0,0.292,32.2,950.2,25.9,0.0
20.56239,74.395164,503.0,2023-06-22T06:00,25.6,76.0,0.0,13.8,263.0,1.0,0.292,32.2,951.0,28.1,2.3
20.56239,74.395164,503.0,2023-06-22T07:00,26.8,70.0,0.0,13.7,267.0,34.0,0.292,32.2,951.6,27.4,50.0
20.56239,74.395164,503.0,2023-06-22T08:00,28.7,60.0,0.0,15.3,262.0,189.0,0.292,32.2,951.9,32.4,231.9
20.56239,74.395164,503.0,2023-06-22T09:00,31.1,50.0,0.0,17.3,266.0,357.0,0.292,32.2,951.9,36.4,405.1
20.56239,74.395164,503.0,2023-06-22T10:00,32.9,43.0,0.0,16.6,271.0,512.0,0.292,32.1,951.9,37.1,553.8
20.56239,74.395164,503.0,2023-06-22T11:00,34.3,38.0,0.0,15.8,271.0,571.0,0.292,32.1,951.6,38.2,596.0
20.56239,74.395164,503.0,2023-06-22T12:00,35.8,34.0,0.0,16.6,271.0,658.0,0.292,32.1,950.8,37.4,666.0
20.56239,74.395164,503.0,2023-06-22T13:00,36.6,32.0,0.0,18.0,271.0,693.0,0.292,32.1,949.9,39.6,680.9
20.56239,74.395164,503.0,2023-06-22T14:00,36.9,31.0,0.0,19.1,269.0,611.0,0.292,32.1,949.1,41.0,581.4
20.56239,74.395164,503.0,2023-06-22T15:00,35.6,35.0,0.0,22.0,280.0,520.0,0.292,32.1,948.7,45.4,475.8
20.56239,74.395164,503.0,2023-06-22T16:00,32.3,48.0,0.5,19.1,267.0,293.0,0.292,32.1,948.2,45.0,253.6
20.56239,74.395164,503.0,2023-06-22T17:00,33.2,41.0,0.1,15.5,274.0,182.0,0.294,32.1,948.3,38.5,142.5
20.56239,74.395164,503.0,2023-06-22T18:00,31.6,46.0,0.0,18.2,279.0,67.0,0.294,32.1,948.4,35.3,39.1
20.56239,74.395164,503.0,2023-06-22T19:00,30.5,50.0,0.0,16.2,270.0,3.0,0.294,32.1,949.1,34.6,0.0
20.56239,74.395164,503.0,2023-06-22T20:00,29.6,53.0,0.0,14.8,267.0,0.0,0.294,32.1,949.6,29.9,0.0
20.56239,74.395164,503.0,2023-06-22T21:00,28.8,57.0,0.0,14.2,263.0,0.0,0.294,32.1,950.2,26.6,0.0
20.56239,74.395164,503.0,2023-06-22T22:00,27.7,62.0,0.0,12.6,265.0,0.0,0.294,32.1,950.9,25.6,0.0
20.56239,74.395164,503.0,2023-06-22T23:00,26.7,68.0,0.0,13.1,262.0,0.0,0.294,32.1,950.7,23.8,0.0
20.56239,74.395164,503.0,2023-06-23T00:00,25.8,74.0,0.0,12.9,257.0,0.0,0.294,32.1,950.5,23.8,0.0
20.56239,74.395164,503.0,2023-06-23T01:00,25.3,76.0,0.0,12.8,259.0,0.0,0.294,32.1,950.1,23.0,0.0
20.56239,74.395164,503.0,2023-06-23T02:00,24.8,79.0,0.0,14.6,260.0,0.0,0.294,32.1,949.6,26.3,0.0
20.56239,74.395164,503.0,2023-06-23T03:00,24.6,81.0,0.0,14.6,260.0,0.0,0.294,32.1,949.6,26.6,0.0
20.56239,74.395164,503.0,2023-06-23T04:00,24.5,82.0,0.0,15.0,260.0,0.0,0.294,32.1,949.4,27.0,0.0
20.56239,74.395164,503.0,2023-06-23T05:00,25.2,81.0,0.0,13.4,264.0,0.0,0.295,32.1,949.5,27.0,0.0
20.56239,74.395164,503.0,2023-06-23T06:00,25.4,81.0,0.0,13.8,264.0,2.0,0.295,32.1,950.3,25.2,4.6
20.56239,74.395164,503.0,2023-06-23T07:00,27.0,71.0,0.0,13.3,270.0,61.0,0.295,32.1,950.7,27.0,89.9
20.56239,74.395164,503.0,2023-06-23T08:00,28.9,63.0,0.0,14.0,270.0,194.0,0.295,32.1,950.9,29.9,238.1
20.56239,74.395164,503.0,2023-06-23T09:00,31.1,53.0,0.0,15.5,270.0,385.0,0.295,32.1,951.2,33.5,437.0
20.56239,74.395164,503.0,2023-06-23T10:00,33.1,43.0,0.0,16.2,273.0,466.0,0.295,32.1,951.2,35.6,504.2
20.56239,74.395164,503.0,2023-06-23T11:00,34.4,38.0,0.0,15.5,271.0,560.0,0.295,32.1,951.0,36.0,584.5
20.56239,74.395164,503.0,2023-06-23T12:00,35.8,34.0,0.0,15.2,265.0,620.0,0.295,32.1,950.6,35.6,627.6
20.56239,74.395164,503.0,2023-06-23T13:00,36.5,33.0,0.0,14.4,274.0,636.0,0.295,32.1,949.7,35.3,624.9
20.56239,74.395164,503.0,2023-06-23T14:00,36.0,34.0,0.1,18.3,290.0,410.0,0.295,32.1,948.8,37.4,390.2
20.56239,74.395164,503.0,2023-06-23T15:00,32.7,47.0,0.3,21.1,279.0,392.0,0.295,32.1,948.2,47.9,358.7
20.56239,74.395164,503.0,2023-06-23T16:00,32.7,47.0,0.0,20.2,272.0,238.0,0.295,32.1,947.9,42.1,206.0
20.56239,74.395164,503.0,2023-06-23T17:00,31.8,48.0,0.2,16.2,282.0,64.0,0.294,32.1,948.2,40.7,50.1
20.56239,74.395164,503.0,2023-06-23T18:00,31.0,52.0,0.0,14.0,271.0,0.0,0.294,32.1,948.3,30.6,0.0
20.56239,74.395164,503.0,2023-06-23T19:00,30.8,53.0,0.0,13.7,265.0,0.0,0.294,32.1,948.8,27.0,0.0
20.56239,74.395164,503.0,2023-06-23T20:00,30.3,55.0,0.0,15.9,267.0,0.0,0.294,32.1,949.3,29.2,0.0
20.56239,74.395164,503.0,2023-06-23T21:00,29.4,58.0,0.0,17.3,269.0,0.0,0.294,32.1,949.6,31.3,0.0
20.56239,74.395164,503.0,2023-06-23T22:00,28.5,62.0,0.0,15.3,261.0,0.0,0.294,32.1,950.0,31.7,0.0
20.56239,74.395164,503.0,2023-06-23T23:00,27.9,65.0,0.0,14.6,260.0,0.0,0.294,32.1,950.3,28.1,0.0
20.56239,74.395164,503.0,2023-06-24T00:00,27.0,70.0,0.0,14.6,261.0,0.0,0.294,32.1,950.0,26.6,0.0
20.56239,74.395164,503.0,2023-06-24T01:00,26.4,75.0,0.0,15.0,259.0,0.0,0.294,32.1,949.2,27.7,0.0
20.56239,74.395164,503.0,2023-06-24T02:00,25.9,77.0,0.0,14.3,258.0,0.0,0.294,32.1,948.6,27.7,0.0
20.56239,74.395164,503.0,2023-06-24T03:00,25.7,78.0,0.0,12.8,260.0,0.0,0.294,32.1,948.3,26.3,0.0
20.56239,74.395164,503.0,2023-06-24T04:00,25.6,78.0,0.0,11.8,258.0,0.0,0.294,32.1,948.1,23.8,0.0
20.56239,74.395164,503.0,2023-06-24T05:00,25.1,88.0,0.0,9.9,260.0,0.0,0.295,32.1,947.8,22.0,0.0
20.56239,74.395164,503.0,2023-06-24T06:00,25.4,85.0,0.1,11.7,261.0,0.0,0.295,32.1,948.4,20.5,0.0
20.56239,74.395164,503.0,2023-06-24T07:00,25.0,90.0,0.6,11.6,265.0,0.0,0.295,32.1,948.7,21.6,0.0
20.56239,74.395164,503.0,2023-06-24T08:00,25.0,91.0,0.9,11.5,268.0,0.0,0.295,32.1,949.0,21.2,0.0
20.56239,74.395164,503.0,2023-06-24T09:00,26.2,82.0,0.2,9.7,266.0,11.0,0.295,32.1,949.4,21.6,12.5
20.56239,74.395164,503.0,2023-06-24T10:00,27.9,71.0,0.0,11.2,268.0,35.0,0.295,32.1,949.7,24.8,37.9
20.56239,74.395164,503.0,2023-06-24T11:00,28.9,64.0,0.0,10.1,268.0,40.0,0.295,32.1,949.7,24.5,41.8
20.56239,74.395164,503.0,2023-06-24T12:00,29.6,59.0,0.0,10.5,266.0,32.0,0.295,32.1,949.2,23.0,32.4
20.56239,74.395164,503.0,2023-06-24T13:00,30.2,56.0,0.0,11.5,268.0,28.0,0.295,32.1,948.3,25.2,27.5
20.56239,74.395164,503.0,2023-06-24T14:00,30.8,54.0,0.0,14.6,261.0,61.0,0.295,32.1,947.4,31.0,58.1
20.56239,74.395164,503.0,2023-06-24T15:00,31.9,50.0,0.0,15.8,270.0,317.0,0.295,32.1,946.8,34.2,290.1
20.56239,74.395164,503.0,2023-06-24T16:00,31.0,53.0,0.0,17.1,278.0,261.0,0.295,32.1,946.7,35.6,226.0
20.56239,74.395164,503.0,2023-06-24T17:00,27.2,70.0,0.2,14.8,276.0,84.0,0.298,32.0,947.1,35.6,65.8
20.56239,74.395164,503.0,2023-06-24T18:00,27.4,69.0,0.0,11.9,267.0,5.0,0.298,32.0,947.5,28.4,2.9
20.56239,74.395164,503.0,2023-06-24T19:00,26.7,72.0,0.0,10.7,250.0,3.0,0.298,32.0,947.8,23.0,0.0
20.56239,74.395164,503.0,2023-06-24T20:00,26.2,74.0,0.0,10.8,249.0,0.0,0.298,32.0,948.7,19.4,0.0
20.56239,74.395164,503.0,2023-06-24T21:00,25.8,76.0,0.0,10.8,255.0,0.0,0.298,32.0,949.2,20.5,0.0
20.56239,74.395164,503.0,2023-06-24T22:00,25.6,77.0,0.0,9.3,254.0,0.0,0.298,32.0,949.4,19.8,0.0
20.56239,74.395164,503.0,2023-06-24T23:00,25.1,80.0,0.0,9.3,254.0,0.0,0.298,32.0,949.1,16.9,0.0
20.56239,74.395164,503.0,2023-06-25T00:00,24.8,83.0,0.0,8.4,245.0,0.0,0.298,32.0,948.9,16.6,0.0
20.56239,74.395164,503.0,2023-06-25T01:00,24.6,84.0,0.0,10.0,255.0,0.0,0.298,32.0,948.1,17.6,0.0
20.56239,74.395164,503.0,2023-06-25T02:00,24.3,85.0,0.0,10.4,256.0,0.0,0.298,32.0,947.3,18.4,0.0
20.56239,74.395164,503.0,2023-06-25T03:00,24.1,85.0,0.0,12.1,260.0,0.0,0.298,32.0,946.9,21.2,0.0
20.56239,74.395164,503.0,2023-06-25T04:00,24.0,84.0,0.0,12.4,262.0,0.0,0.298,32.0,946.9,21.6,0.0
20.56239,74.395164,503.0,2023-06-25T05:00,24.2,86.0,0.0,11.5,266.0,0.0,0.296,31.9,947.0,23.0,0.0
20.56239,74.395164,503.0,2023-06-25T06:00,24.7,82.0,0.0,13.4,256.0,2.0,0.296,31.9,947.5,24.1,4.6
20.56239,74.395164,503.0,2023-06-25T07:00,26.3,74.0,0.0,16.8,255.0,60.0,0.296,31.9,948.1,32.0,88.6
20.56239,74.395164,503.0,2023-06-25T08:00,28.5,63.0,0.0,16.6,257.0,174.0,0.296,31.9,948.7,33.8,213.7
20.56239,74.395164,503.0,2023-06-25T09:00,29.8,57.0,0.2,16.7,263.0,223.0,0.296,31.9,949.2,34.6,253.2
20.56239,74.395164,503.0,2023-06-25T10:00,31.3,53.0,0.2,14.8,257.0,404.0,0.296,31.9,949.2,34.9,437.2
20.56239,74.395164,503.0,2023-06-25T11:00,32.0,51.0,0.2,14.6,261.0,315.0,0.296,31.9,948.6,33.8,328.9
20.56239,74.395164,503.0,2023-06-25T12:00,33.5,46.0,0.1,13.8,263.0,616.0,0.296,31.9,948.0,33.5,623.6
20.56239,74.395164,503.0,2023-06-25T13:00,32.6,49.0,0.6,22.7,259.0,452.0,0.296,31.9,947.4,41.8,444.2
20.56239,74.395164,503.0,2023-06-25T14:00,28.2,71.0,2.0,20.4,256.0,164.0,0.296,31.9,946.8,51.1,156.1
20.56239,74.395164,503.0,2023-06-25T15:00,29.9,60.0,0.2,24.4,261.0,256.0,0.296,31.9,946.2,47.5,234.3
20.56239,74.395164,503.0,2023-06-25T16:00,29.3,63.0,0.7,25.9,260.0,262.0,0.296,31.8,946.3,50.4,226.9
20.56239,74.395164,503.0,2023-06-25T17:00,29.3,59.0,0.0,21.0,263.0,149.0,0.296,31.8,947.1,49.7,116.8
20.56239,74.395164,503.0,2023-06-25T18:00,28.1,63.0,0.0,19.5,265.0,12.0,0.296,31.8,947.5,40.7,7.0
20.56239,74.395164,503.0,2023-06-25T19:00,27.3,68.0,0.0,15.2,263.0,0.0,0.296,31.8,948.4,36.0,0.0
20.56239,74.395164,503.0,2023-06-25T20:00,26.4,74.0,0.0,15.3,255.0,0.0,0.296,31.8,949.0,29.2,0.0
20.56239,74.395164,503.0,2023-06-25T21:00,25.8,77.0,0.0,14.3,252.0,0.0,0.296,31.8,949.6,27.7,0.0
20.56239,74.395164,503.0,2023-06-25T22:00,25.4,79.0,0.0,14.1,251.0,0.0,0.296,31.8,950.1,26.6,0.0
20.56239,74.395164,503.0,2023-06-25T23:00,25.0,80.0,0.0,15.3,251.0,0.0,0.296,31.8,949.6,27.7,0.0
20.56239,74.395164,503.0,2023-06-26T00:00,24.8,81.0,0.0,13.2,259.0,0.0,0.296,31.8,949.3,27.0,0.0
20.56239,74.395164,503.0,2023-06-26T01:00,24.6,82.0,0.0,12.1,260.0,0.0,0.296,31.8,948.7,23.8,0.0
20.56239,74.395164,503.0,2023-06-26T02:00,24.7,83.0,0.0,13.9,260.0,0.0,0.296,31.8,948.3,25.6,0.0
20.56239,74.395164,503.0,2023-06-26T03:00,24.7,83.0,0.0,14.3,258.0,0.0,0.296,31.8,948.1,25.9,0.0
20.56239,74.395164,503.0,2023-06-26T04:00,24.8,82.0,0.0,16.1,260.0,0.0,0.296,31.8,948.1,28.8,0.0
20.56239,74.395164,503.0,2023-06-26T05:00,24.7,86.0,0.0,14.2,261.0,0.0,0.295,31.7,948.1,30.2,0.0
20.56239,74.395164,503.0,2023-06-26T06:00,25.3,83.0,0.0,14.3,252.0,0.0,0.295,31.7,948.6,27.7,0.0
20.56239,74.395164,503.0,2023-06-26T07:00,24.7,90.0,1.7,13.2,253.0,0.0,0.295,31.7,949.3,26.3,0.0
20.56239,74.395164,503.0,2023-06-26T08:00,24.8,86.0,3.1,19.1,254.0,6.0,0.295,31.7,950.0,34.6,7.4
20.56239,74.395164,503.0,2023-06-26T09:00,25.0,84.0,0.7,16.0,247.0,0.0,0.295,31.7,950.2,34.9,0.0
20.56239,74.395164,503.0,2023-06-26T10:00,27.3,70.0,0.1,20.7,257.0,30.0,0.295,31.7,950.4,40.3,32.5
20.56239,74.395164,503.0,2023-06-26T11:00,28.8,63.0,0.0,22.1,263.0,80.0,0.295,31.7,950.3,46.4,83.5
20.56239,74.395164,503.0,2023-06-26T12:00,27.8,69.0,0.3,24.2,259.0,27.0,0.295,31.7,949.9,48.2,27.3
20.56239,74.395164,503.0,2023-06-26T13:00,27.5,70.0,0.2,25.1,257.0,63.0,0.295,31.7,949.4,50.8,61.9
20.56239,74.395164,503.0,2023-06-26T14:00,27.1,73.0,0.3,23.7,256.0,68.0,0.295,31.6,948.6,47.5,64.7
20.56239,74.395164,503.0,2023-06-26T15:00,26.3,77.0,0.4,18.7,254.0,0.0,0.295,31.6,948.0,45.0,0.0
20.56239,74.395164,503.0,2023-06-26T16:00,25.8,79.0,0.3,18.1,253.0,2.0,0.295,31.6,947.8,35.3,1.7
20.56239,74.395164,503.0,2023-06-26T17:00,25.4,81.0,0.3,18.2,256.0,0.0,0.289,31.6,947.7,33.8,0.0
20.56239,74.395164,503.0,2023-06-26T18:00,24.4,89.0,0.5,13.7,256.0,0.0,0.289,31.6,948.3,33.5,0.0
20.56239,74.395164,503.0,2023-06-26T19:00,24.0,91.0,0.8,13.6,253.0,0.0,0.289,31.6,948.4,24.1,0.0
20.56239,74.395164,503.0,2023-06-26T20:00,23.6,89.0,0.4,13.6,258.0,0.0,0.289,31.6,949.1,24.8,0.0
20.56239,74.395164,503.0,2023-06-26T21:00,23.6,89.0,0.1,13.5,261.0,0.0,0.289,31.6,950.0,24.8,0.0
20.56239,74.395164,503.0,2023-06-26T22:00,23.5,89.0,0.1,12.7,255.0,0.0,0.289,31.6,950.1,23.4,0.0
20.56239,74.395164,503.0,2023-06-26T23:00,23.6,89.0,0.1,12.7,255.0,0.0,0.289,31.5,949.8,22.3,0.0
20.56239,74.395164,503.0,2023-06-27T00:00,23.7,89.0,0.1,12.5,252.0,0.0,0.289,31.5,949.2,22.3,0.0
20.56239,74.395164,503.0,2023-06-27T01:00,23.8,89.0,0.1,14.2,246.0,0.0,0.289,31.5,948.4,24.8,0.0
20.56239,74.395164,503.0,2023-06-27T02:00,23.7,89.0,0.2,13.9,253.0,0.0,0.289,31.5,947.7,25.2,0.0
20.56239,74.395164,503.0,2023-06-27T03:00,23.6,89.0,0.1,14.0,252.0,0.0,0.289,31.5,947.5,24.1,0.0
20.56239,74.395164,503.0,2023-06-27T04:00,23.5,90.0,0.1,14.0,258.0,0.0,0.289,31.5,947.4,25.6,0.0
20.56239,74.395164,503.0,2023-06-27T05:00,23.7,91.0,0.1,14.8,264.0,0.0,0.291,31.5,947.8,25.6,0.0
20.56239,74.395164,503.0,2023-06-27T06:00,24.0,89.0,0.1,15.6,263.0,0.0,0.291,31.4,948.0,27.7,0.0
20.56239,74.395164,503.0,2023-06-27T07:00,24.8,85.0,0.1,16.3,264.0,3.0,0.291,31.4,948.6,28.8,4.4
20.56239,74.395164,503.0,2023-06-27T08:00,25.4,81.0,0.0,14.6,260.0,2.0,0.291,31.4,949.5,29.5,2.5
20.56239,74.395164,503.0,2023-06-27T09:00,25.4,80.0,0.2,12.4,262.0,1.0,0.291,31.4,949.8,27.4,1.1
20.56239,74.395164,503.0,2023-06-27T10:00,26.0,77.0,0.2,15.2,265.0,3.0,0.291,31.4,950.1,29.2,3.2
20.56239,74.395164,503.0,2023-06-27T11:00,27.2,71.0,0.1,15.4,259.0,6.0,0.291,31.3,950.3,31.0,6.3
20.56239,74.395164,503.0,2023-06-27T12:00,27.1,71.0,0.2,16.2,266.0,1.0,0.291,31.3,949.9,31.3,1.0
20.56239,74.395164,503.0,2023-06-27T13:00,27.9,68.0,0.2,17.0,264.0,17.0,0.291,31.3,949.2,33.5,16.7
20.56239,74.395164,503.0,2023-06-27T14:00,27.4,69.0,0.1,17.9,255.0,1.0,0.291,31.3,948.5,33.8,1.0
20.56239,74.395164,503.0,2023-06-27T15:00,27.6,69.0,0.3,18.1,257.0,20.0,0.291,31.3,948.1,36.7,18.3
20.56239,74.395164,503.0,2023-06-27T16:00,27.0,73.0,0.3,18.1,257.0,5.0,0.291,31.3,947.9,35.3,4.3
20.56239,74.395164,503.0,2023-06-27T17:00,25.6,84.0,0.4,14.9,250.0,3.0,0.299,31.4,947.7,34.6,2.4
20.56239,74.395164,503.0,2023-06-27T18:00,24.8,91.0,0.5,15.5,252.0,25.0,0.299,31.4,947.8,29.5,14.7
20.56239,74.395164,503.0,2023-06-27T19:00,24.3,91.0,0.5,14.8,257.0,0.0,0.299,31.3,948.2,27.7,0.0
20.56239,74.395164,503.0,2023-06-27T20:00,23.9,92.0,0.4,13.7,256.0,0.0,0.299,31.3,948.9,25.9,0.0
20.56239,74.395164,503.0,2023-06-27T21:00,23.7,92.0,0.3,14.6,260.0,0.0,0.299,31.3,949.4,25.6,0.0
20.56239,74.395164,503.0,2023-06-27T22:00,23.6,92.0,0.2,14.9,262.0,0.0,0.299,31.3,949.9,26.3,0.0
20.56239,74.395164,503.0,2023-06-27T23:00,23.6,92.0,0.5,15.1,258.0,0.0,0.299,31.3,949.9,27.0,0.0
20.56239,74.395164,503.0,2023-06-28T00:00,23.6,92.0,0.6,15.3,255.0,0.0,0.299,31.2,949.5,27.4,0.0
20.56239,74.395164,503.0,2023-06-28T01:00,23.6,92.0,0.9,13.8,255.0,0.0,0.299,31.2,948.9,26.6,0.0
20.56239,74.395164,503.0,2023-06-28T02:00,23.5,92.0,0.9,12.9,257.0,0.0,0.299,31.2,948.6,24.5,0.0
20.56239,74.395164,503.0,2023-06-28T03:00,23.5,93.0,1.0,11.4,259.0,0.0,0.299,31.2,948.4,22.7,0.0
20.56239,74.395164,503.0,2023-06-28T04:00,23.6,93.0,1.0,10.5,262.0,0.0,0.299,31.1,948.5,19.4,0.0
20.56239,74.395164,503.0,2023-06-28T05:00,23.9,92.0,0.7,8.6,248.0,0.0,0.297,31.1,948.5,18.7,0.0
20.56239,74.395164,503.0,2023-06-28T06:00,24.1,92.0,0.3,8.8,258.0,0.0,0.297,31.1,948.9,15.8,0.0
20.56239,74.395164,503.0,2023-06-28T07:00,25.0,87.0,0.1,13.4,262.0,6.0,0.297,31.1,949.5,23.8,8.9
20.56239,74.395164,503.0,2023-06-28T08:00,26.8,76.0,0.1,18.1,253.0,101.0,0.297,31.1,950.1,34.6,124.2
20.56239,74.395164,503.0,2023-06-28T09:00,28.2,70.0,0.1,17.4,252.0,176.0,0.297,31.0,951.0,36.0,200.0
20.56239,74.395164,503.0,2023-06-28T10:00,29.2,65.0,0.0,17.1,255.0,281.0,0.297,31.0,951.3,36.7,304.2
20.56239,74.395164,503.0,2023-06-28T11:00,30.9,58.0,0.0,18.6,252.0,538.0,0.297,31.0,950.7,38.5,561.9
20.56239,74.395164,503.0,2023-06-28T12:00,28.2,69.0,0.3,19.6,263.0,77.0,0.297,31.0,950.0,39.6,78.0
20.56239,74.395164,503.0,2023-06-28T13:00,29.2,63.0,0.0,18.8,263.0,75.0,0.297,30.9,949.5,38.9,73.7
20.56239,74.395164,503.0,2023-06-28T14:00,29.8,62.0,0.0,18.2,256.0,88.0,0.297,30.9,948.6,37.8,83.8
20.56239,74.395164,503.0,2023-06-28T15:00,29.9,60.0,0.2,18.2,252.0,167.0,0.297,30.9,948.0,36.4,152.9
20.56239,74.395164,503.0,2023-06-28T16:00,28.6,67.0,0.6,18.7,251.0,42.0,0.297,30.9,947.9,36.0,36.4
20.56239,74.395164,503.0,2023-06-28T17:00,26.5,78.0,0.1,15.9,257.0,21.0,0.293,30.9,948.0,37.8,16.5
20.56239,74.395164,503.0,2023-06-28T18:00,25.6,81.0,0.0,15.1,258.0,0.0,0.293,30.8,948.5,29.5,0.0
20.56239,74.395164,503.0,2023-06-28T19:00,24.8,85.0,0.2,16.1,254.0,0.0,0.293,30.8,948.7,28.8,0.0
20.56239,74.395164,503.0,2023-06-28T20:00,24.1,91.0,0.8,14.1,251.0,0.0,0.293,30.8,949.2,28.4,0.0
20.56239,74.395164,503.0,2023-06-28T21:00,24.3,89.0,0.3,16.2,258.0,0.0,0.293,30.8,949.9,28.1,0.0
20.56239,74.395164,503.0,2023-06-28T22:00,24.2,89.0,0.1,17.6,259.0,0.0,0.293,30.8,950.3,30.2,0.0
20.56239,74.395164,503.0,2023-06-28T23:00,24.4,88.0,0.3,17.1,262.0,0.0,0.293,30.7,950.3,32.0,0.0
20.56239,74.395164,503.0,2023-06-29T00:00,24.3,88.0,0.0,15.0,253.0,0.0,0.293,30.7,949.9,30.2,0.0
20.56239,74.395164,503.0,2023-06-29T01:00,24.2,87.0,0.0,15.4,254.0,0.0,0.293,30.7,949.4,27.0,0.0
20.56239,74.395164,503.0,2023-06-29T02:00,24.1,87.0,0.0,16.6,257.0,0.0,0.293,30.7,948.7,29.2,0.0
20.56239,74.395164,503.0,2023-06-29T03:00,24.0,86.0,0.0,16.6,257.0,0.0,0.293,30.7,948.4,29.5,0.0
20.56239,74.395164,503.0,2023-06-29T04:00,23.7,86.0,0.0,15.7,259.0,0.0,0.293,30.6,948.3,29.5,0.0
20.56239,74.395164,503.0,2023-06-29T05:00,23.5,92.0,0.0,11.4,257.0,0.0,0.294,30.6,948.8,28.1,0.0
20.56239,74.395164,503.0,2023-06-29T06:00,23.9,90.0,0.1,13.8,250.0,0.0,0.294,30.6,949.1,23.0,0.0
20.56239,74.395164,503.0,2023-06-29T07:00,24.3,87.0,0.0,14.5,251.0,0.0,0.294,30.6,949.5,25.6,0.0
20.56239,74.395164,503.0,2023-06-29T08:00,25.8,79.0,0.0,15.7,261.0,4.0,0.294,30.6,950.2,33.8,4.9
20.56239,74.395164,503.0,2023-06-29T09:00,26.6,75.0,0.0,18.6,252.0,20.0,0.294,30.5,950.4,36.0,22.7
20.56239,74.395164,503.0,2023-06-29T10:00,28.0,68.0,0.0,20.8,252.0,115.0,0.294,30.5,950.6,42.5,124.5
20.56239,74.395164,503.0,2023-06-29T11:00,29.5,63.0,0.0,20.5,259.0,342.0,0.294,30.5,950.3,43.9,357.2
20.56239,74.395164,503.0,2023-06-29T12:00,29.2,64.0,0.0,22.6,256.0,156.0,0.294,30.5,949.5,43.9,158.0
20.56239,74.395164,503.0,2023-06-29T13:00,29.6,61.0,0.0,23.0,261.0,119.0,0.294,30.5,948.8,45.0,117.0
20.56239,74.395164,503.0,2023-06-29T14:00,29.3,62.0,0.1,24.6,258.0,93.0,0.294,30.5,948.2,47.2,88.6
20.56239,74.395164,503.0,2023-06-29T15:00,28.9,64.0,0.1,27.6,255.0,215.0,0.294,30.4,947.6,52.9,196.9
20.56239,74.395164,503.0,2023-06-29T16:00,27.6,72.0,0.3,26.2,252.0,179.0,0.294,30.4,947.3,53.6,155.1
20.56239,74.395164,503.0,2023-06-29T17:00,25.0,84.0,0.7,17.0,253.0,83.0,0.296,30.4,947.6,49.3,65.2
20.56239,74.395164,503.0,2023-06-29T18:00,24.2,87.0,0.9,17.3,249.0,2.0,0.296,30.4,948.1,32.4,1.2
20.56239,74.395164,503.0,2023-06-29T19:00,24.1,86.0,0.1,19.3,246.0,0.0,0.296,30.4,948.2,33.1,0.0
20.56239,74.395164,503.0,2023-06-29T20:00,23.9,86.0,0.1,18.6,252.0,0.0,0.296,30.3,949.1,34.9,0.0
20.56239,74.395164,503.0,2023-06-29T21:00,23.8,87.0,0.2,17.1,252.0,0.0,0.296,30.3,949.5,32.4,0.0
20.56239,74.395164,503.0,2023-06-29T22:00,23.8,87.0,0.1,14.7,242.0,0.0,0.296,30.3,949.8,29.5,0.0
20.56239,74.395164,503.0,2023-06-29T23:00,23.8,88.0,0.2,16.3,239.0,0.0,0.296,30.3,949.7,28.1,0.0
