latitude,longitude,elevation,time (IST),temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),windspeed_10m (km/h),winddirection_10m (°),direct_radiation (W/m²),soil_moisture_28_to_100cm (m³/m³),soil_temperature_28_to_100cm (°C),surface_pressure (hPa),wind_gusts_10m (km/h),direct_radiation_instant (W/m²)
20.56239,74.395164,503.0,2023-01-01T00:00,15.6,69.0,0.0,6.2,291.0,0.0,0.305,24.1,958.9,11.2,0.0
20.56239,74.395164,503.0,2023-01-01T01:00,14.9,72.0,0.0,6.7,286.0,0.0,0.305,24.1,958.6,9.0,0.0
20.56239,74.395164,503.0,2023-01-01T02:00,14.5,74.0,0.0,4.7,279.0,0.0,0.305,24.2,958.3,8.6,0.0
20.56239,74.395164,503.0,2023-01-01T03:00,14.1,78.0,0.0,3.6,270.0,0.0,0.305,24.1,958.0,7.2,0.0
20.56239,74.395164,503.0,2023-01-01T04:00,13.5,82.0,0.0,2.9,263.0,0.0,0.305,24.1,958.0,6.5,0.0
20.56239,74.395164,503.0,2023-01-01T05:00,13.2,86.0,0.0,2.2,261.0,0.0,0.308,24.1,958.5,5.8,0.0
20.56239,74.395164,503.0,2023-01-01T06:00,13.2,86.0,0.0,2.9,270.0,0.0,0.308,24.1,959.2,5.8,0.0
20.56239,74.395164,503.0,2023-01-01T07:00,13.4,84.0,0.0,3.3,276.0,1.0,0.308,24.1,960.0,6.1,2.6
20.56239,74.395164,503.0,2023-01-01T08:00,17.0,69.0,0.0,2.5,278.0,67.0,0.308,24.1,961.5,8.6,107.2
20.56239,74.395164,503.0,2023-01-01T09:00,19.9,57.0,0.0,2.5,82.0,229.0,0.308,24.1,962.7,11.5,283.6
20.56239,74.395164,503.0,2023-01-01T10:00,22.1,52.0,0.0,6.1,87.0,397.0,0.308,24.1,963.1,18.4,446.9
20.56239,74.395164,503.0,2023-01-01T11:00,24.0,47.0,0.0,7.6,90.0,524.0,0.308,24.1,962.5,21.6,557.2
20.56239,74.395164,503.0,2023-01-01T12:00,25.4,42.0,0.0,7.3,99.0,591.0,0.308,24.1,961.5,22.0,601.4
20.56239,74.395164,503.0,2023-01-01T13:00,26.4,39.0,0.0,5.8,112.0,602.0,0.308,24.1,959.9,21.6,587.9
20.56239,74.395164,503.0,2023-01-01T14:00,27.0,37.0,0.0,3.4,108.0,542.0,0.308,24.1,959.1,19.8,505.3
20.56239,74.395164,503.0,2023-01-01T15:00,27.1,36.0,0.0,3.4,58.0,423.0,0.308,24.1,958.5,15.8,369.7
20.56239,74.395164,503.0,2023-01-01T16:00,26.7,37.0,0.0,5.6,40.0,261.0,0.308,24.1,958.6,14.4,202.3
20.56239,74.395164,503.0,2023-01-01T17:00,25.0,44.0,0.0,7.6,71.0,92.0,0.309,24.1,958.8,14.4,46.4
20.56239,74.395164,503.0,2023-01-01T18:00,22.5,55.0,0.0,13.1,58.0,4.0,0.309,24.1,959.2,22.3,0.0
20.56239,74.395164,503.0,2023-01-01T19:00,21.4,59.0,0.0,10.5,41.0,0.0,0.309,24.1,960.0,22.3,0.0
20.56239,74.395164,503.0,2023-01-01T20:00,20.3,63.0,0.0,9.7,31.0,0.0,0.309,24.1,960.8,19.1,0.0
20.56239,74.395164,503.0,2023-01-01T21:00,18.8,67.0,0.0,6.2,21.0,0.0,0.309,24.1,960.7,16.6,0.0
20.56239,74.395164,503.0,2023-01-01T22:00,17.6,72.0,0.0,9.1,7.0,0.0,0.309,24.1,960.5,11.5,0.0
20.56239,74.395164,503.0,2023-01-01T23:00,17.2,72.0,0.0,8.3,358.0,0.0,0.309,24.1,960.3,10.8,0.0
20.56239,74.395164,503.0,2023-01-02T00:00,17.4,70.0,0.0,6.3,347.0,0.0,0.309,24.1,959.9,9.7,0.0
20.56239,74.395164,503.0,2023-01-02T01:00,15.9,76.0,0.0,6.2,339.0,0.0,0.309,24.1,959.1,7.6,0.0
20.56239,74.395164,503.0,2023-01-02T02:00,15.7,77.0,0.0,5.9,349.0,0.0,0.309,24.1,958.7,7.6,0.0
20.56239,74.395164,503.0,2023-01-02T03:00,14.4,82.0,0.0,6.5,354.0,0.0,0.309,24.1,958.0,7.9,0.0
20.56239,74.395164,503.0,2023-01-02T04:00,15.4,77.0,0.0,4.0,350.0,0.0,0.309,24.1,958.2,7.9,0.0
20.56239,74.395164,503.0,2023-01-02T05:00,14.3,83.0,0.0,2.4,297.0,0.0,0.305,24.1,958.5,5.0,0.0
20.56239,74.395164,503.0,2023-01-02T06:00,13.3,86.0,0.0,3.1,291.0,0.0,0.305,24.1,959.1,4.0,0.0
20.56239,74.395164,503.0,2023-01-02T07:00,14.4,82.0,0.0,0.8,297.0,1.0,0.305,24.1,960.2,3.6,2.6
20.56239,74.395164,503.0,2023-01-02T08:00,16.2,75.0,0.0,2.3,18.0,66.0,0.305,24.1,961.5,7.9,105.9
20.56239,74.395164,503.0,2023-01-02T09:00,19.1,62.0,0.0,5.5,79.0,228.0,0.305,24.1,962.7,15.5,282.6
20.56239,74.395164,503.0,2023-01-02T10:00,21.4,52.0,0.0,8.3,88.0,397.0,0.305,24.1,962.9,21.6,447.1
20.56239,74.395164,503.0,2023-01-02T11:00,23.4,45.0,0.0,8.6,90.0,527.0,0.305,24.1,962.3,23.8,560.6
20.56239,74.395164,503.0,2023-01-02T12:00,25.0,40.0,0.0,7.2,90.0,601.0,0.305,24.0,961.6,23.4,611.8
20.56239,74.395164,503.0,2023-01-02T13:00,26.2,38.0,0.0,6.1,93.0,609.0,0.305,24.0,960.5,22.0,594.9
20.56239,74.395164,503.0,2023-01-02T14:00,26.9,37.0,0.0,5.4,94.0,550.0,0.305,24.0,959.5,20.2,513.0
20.56239,74.395164,503.0,2023-01-02T15:00,27.1,36.0,0.0,5.1,86.0,431.0,0.305,24.0,959.0,18.4,377.0
20.56239,74.395164,503.0,2023-01-02T16:00,26.7,36.0,0.0,5.4,70.0,267.0,0.305,24.0,958.8,16.6,207.3
20.56239,74.395164,503.0,2023-01-02T17:00,24.8,43.0,0.0,6.1,62.0,96.0,0.305,24.0,958.8,14.0,48.9
20.56239,74.395164,503.0,2023-01-02T18:00,22.2,52.0,0.0,10.6,55.0,4.0,0.305,24.0,959.3,16.9,0.0
20.56239,74.395164,503.0,2023-01-02T19:00,21.1,54.0,0.0,11.0,49.0,0.0,0.305,24.0,959.9,19.4,0.0
20.56239,74.395164,503.0,2023-01-02T20:00,20.1,58.0,0.0,9.3,36.0,0.0,0.305,24.0,960.5,18.4,0.0
20.56239,74.395164,503.0,2023-01-02T21:00,18.9,62.0,0.0,6.4,27.0,0.0,0.305,24.0,960.7,15.5,0.0
20.56239,74.395164,503.0,2023-01-02T22:00,17.5,69.0,0.0,9.1,9.0,0.0,0.305,24.0,960.5,11.2,0.0
20.56239,74.395164,503.0,2023-01-02T23:00,16.6,71.0,0.0,9.7,360.0,0.0,0.305,24.0,960.1,11.2,0.0
20.56239,74.395164,503.0,2023-01-03T00:00,16.0,71.0,0.0,8.4,10.0,0.0,0.305,24.0,959.8,11.9,0.0
20.56239,74.395164,503.0,2023-01-03T01:00,15.5,71.0,0.0,8.6,33.0,0.0,0.305,24.0,959.6,11.5,0.0
20.56239,74.395164,503.0,2023-01-03T02:00,16.7,65.0,0.0,4.6,18.0,0.0,0.305,24.0,959.4,10.1,0.0
20.56239,74.395164,503.0,2023-01-03T03:00,16.3,66.0,0.0,2.1,329.0,0.0,0.305,24.0,958.9,5.4,0.0
20.56239,74.395164,503.0,2023-01-03T04:00,15.4,70.0,0.0,1.0,315.0,0.0,0.305,24.0,958.8,2.5,0.0
20.56239,74.395164,503.0,2023-01-03T05:00,13.2,81.0,0.0,3.3,311.0,0.0,0.304,24.0,958.8,3.6,0.0
20.56239,74.395164,503.0,2023-01-03T06:00,12.4,84.0,0.0,4.2,301.0,0.0,0.304,24.0,959.2,6.1,0.0
20.56239,74.395164,503.0,2023-01-03T07:00,12.6,83.0,0.0,4.2,301.0,1.0,0.304,24.0,960.0,6.1,2.6
20.56239,74.395164,503.0,2023-01-03T08:00,16.6,65.0,0.0,2.2,351.0,63.0,0.304,24.0,961.4,7.9,101.3
20.56239,74.395164,503.0,2023-01-03T09:00,19.1,55.0,0.0,4.2,70.0,222.0,0.304,24.0,962.5,14.0,275.4
20.56239,74.395164,503.0,2023-01-03T10:00,21.5,50.0,0.0,5.5,79.0,385.0,0.304,24.0,962.8,18.0,433.8
20.56239,74.395164,503.0,2023-01-03T11:00,23.6,47.0,0.0,6.1,93.0,512.0,0.304,24.0,962.2,20.2,544.8
20.56239,74.395164,503.0,2023-01-03T12:00,25.3,45.0,0.0,6.9,96.0,584.0,0.304,23.9,960.8,21.2,594.7
20.56239,74.395164,503.0,2023-01-03T13:00,26.6,43.0,0.0,6.7,106.0,592.0,0.304,23.9,959.3,21.6,578.5
20.56239,74.395164,503.0,2023-01-03T14:00,27.2,42.0,0.0,4.9,107.0,535.0,0.304,23.9,958.3,21.2,499.2
20.56239,74.395164,503.0,2023-01-03T15:00,27.6,40.0,0.0,1.4,90.0,398.0,0.304,23.9,957.8,18.0,348.4
20.56239,74.395164,503.0,2023-01-03T16:00,27.6,39.0,0.0,5.6,63.0,210.0,0.303,23.9,957.6,14.8,163.4
20.56239,74.395164,503.0,2023-01-03T17:00,25.3,45.0,0.0,12.6,53.0,74.0,0.305,23.9,957.8,21.6,38.1
20.56239,74.395164,503.0,2023-01-03T18:00,22.4,57.0,0.0,15.8,43.0,4.0,0.305,23.9,958.3,28.4,0.0
20.56239,74.395164,503.0,2023-01-03T19:00,21.2,62.0,0.0,10.3,25.0,0.0,0.305,23.9,959.4,26.6,0.0
20.56239,74.395164,503.0,2023-01-03T20:00,20.3,64.0,0.0,10.1,17.0,0.0,0.305,23.9,960.3,19.4,0.0
20.56239,74.395164,503.0,2023-01-03T21:00,19.6,66.0,0.0,9.7,15.0,0.0,0.305,23.9,960.8,16.9,0.0
20.56239,74.395164,503.0,2023-01-03T22:00,18.8,66.0,0.0,10.7,20.0,0.0,0.305,23.9,960.7,19.1,0.0
20.56239,74.395164,503.0,2023-01-03T23:00,17.9,69.0,0.0,8.7,24.0,0.0,0.305,23.9,960.2,18.4,0.0
20.56239,74.395164,503.0,2023-01-04T00:00,17.1,73.0,0.0,6.5,34.0,0.0,0.305,23.9,959.9,14.8,0.0
20.56239,74.395164,503.0,2023-01-04T01:00,16.2,77.0,0.0,5.7,35.0,0.0,0.305,23.9,959.4,10.8,0.0
20.56239,74.395164,503.0,2023-01-04T02:00,15.6,79.0,0.0,5.5,23.0,0.0,0.305,23.9,958.8,9.0,0.0
20.56239,74.395164,503.0,2023-01-04T03:00,14.7,83.0,0.0,6.5,34.0,0.0,0.305,23.9,958.3,9.0,0.0
20.56239,74.395164,503.0,2023-01-04T04:00,14.4,84.0,0.0,5.2,25.0,0.0,0.305,23.9,958.2,9.0,0.0
20.56239,74.395164,503.0,2023-01-04T05:00,13.5,89.0,0.0,6.6,29.0,0.0,0.306,23.9,958.7,8.3,0.0
20.56239,74.395164,503.0,2023-01-04T06:00,13.0,92.0,0.0,7.3,57.0,0.0,0.306,23.9,959.2,10.1,0.0
20.56239,74.395164,503.0,2023-01-04T07:00,13.3,91.0,0.0,5.0,60.0,1.0,0.306,23.9,960.0,9.7,2.6
20.56239,74.395164,503.0,2023-01-04T08:00,15.8,76.0,0.0,6.4,74.0,58.0,0.306,23.9,961.2,14.0,93.5
20.56239,74.395164,503.0,2023-01-04T09:00,17.9,64.0,0.0,10.7,76.0,208.0,0.306,23.9,962.0,23.4,258.2
20.56239,74.395164,503.0,2023-01-04T10:00,20.0,58.0,0.0,13.4,70.0,368.0,0.306,23.9,962.1,29.5,414.8
20.56239,74.395164,503.0,2023-01-04T11:00,21.7,54.0,0.0,13.9,69.0,488.0,0.306,23.9,961.4,31.7,519.4
20.56239,74.395164,503.0,2023-01-04T12:00,23.1,52.0,0.0,13.4,66.0,547.0,0.306,23.9,960.3,31.7,557.2
20.56239,74.395164,503.0,2023-01-04T13:00,24.0,51.0,0.0,13.7,67.0,568.0,0.306,23.9,959.0,31.7,555.3
20.56239,74.395164,503.0,2023-01-04T14:00,24.4,51.0,0.0,13.7,67.0,518.0,0.306,23.8,958.1,31.7,483.6
20.56239,74.395164,503.0,2023-01-04T15:00,24.4,51.0,0.0,13.7,63.0,407.0,0.306,23.8,957.8,31.0,356.6
20.56239,74.395164,503.0,2023-01-04T16:00,24.0,52.0,0.0,12.1,63.0,256.0,0.306,23.8,957.7,30.2,199.5
20.56239,74.395164,503.0,2023-01-04T17:00,22.7,58.0,0.0,10.7,50.0,83.0,0.309,23.8,958.0,24.8,43.2
20.56239,74.395164,503.0,2023-01-04T18:00,21.6,62.0,0.0,11.7,43.0,2.0,0.309,23.8,958.3,22.0,0.0
20.56239,74.395164,503.0,2023-01-04T19:00,20.3,68.0,0.0,11.5,51.0,0.0,0.309,23.8,959.1,20.9,0.0
20.56239,74.395164,503.0,2023-01-04T20:00,19.4,73.0,0.0,12.2,66.0,0.0,0.309,23.8,959.6,21.2,0.0
20.56239,74.395164,503.0,2023-01-04T21:00,18.5,77.0,0.0,11.1,61.0,0.0,0.309,23.8,959.8,21.6,0.0
20.56239,74.395164,503.0,2023-01-04T22:00,17.8,79.0,0.0,10.5,59.0,0.0,0.309,23.8,960.0,19.4,0.0
20.56239,74.395164,503.0,2023-01-04T23:00,17.1,80.0,0.0,7.7,53.0,0.0,0.309,23.8,959.7,18.4,0.0
20.56239,74.395164,503.0,2023-01-05T00:00,16.4,82.0,0.0,6.0,65.0,0.0,0.309,23.8,959.5,13.0,0.0
20.56239,74.395164,503.0,2023-01-05T01:00,15.8,84.0,0.0,4.7,67.0,0.0,0.309,23.8,959.2,10.1,0.0
20.56239,74.395164,503.0,2023-01-05T02:00,15.3,86.0,0.0,4.8,63.0,0.0,0.309,23.8,958.7,7.6,0.0
20.56239,74.395164,503.0,2023-01-05T03:00,15.1,86.0,0.0,4.8,63.0,0.0,0.309,23.8,958.4,7.9,0.0
20.56239,74.395164,503.0,2023-01-05T04:00,14.6,88.0,0.0,4.5,61.0,0.0,0.309,23.8,958.1,7.9,0.0
20.56239,74.395164,503.0,2023-01-05T05:00,14.0,91.0,0.0,4.5,29.0,0.0,0.311,23.8,958.7,6.8,0.0
20.56239,74.395164,503.0,2023-01-05T06:00,13.9,90.0,0.0,5.5,32.0,0.0,0.311,23.8,959.6,9.0,0.0
20.56239,74.395164,503.0,2023-01-05T07:00,14.2,88.0,0.0,5.6,45.0,0.0,0.311,23.8,960.5,9.4,0.0
20.56239,74.395164,503.0,2023-01-05T08:00,15.7,81.0,0.0,5.2,65.0,0.0,0.311,23.8,961.6,12.2,0.0
20.56239,74.395164,503.0,2023-01-05T09:00,17.3,75.0,0.0,6.3,77.0,3.0,0.311,23.8,962.7,15.8,3.7
20.56239,74.395164,503.0,2023-01-05T10:00,19.2,72.0,0.0,5.9,76.0,63.0,0.311,23.8,962.9,17.6,71.0
20.56239,74.395164,503.0,2023-01-05T11:00,22.7,62.0,0.0,12.4,126.0,302.0,0.311,23.7,962.6,26.6,321.5
20.56239,74.395164,503.0,2023-01-05T12:00,23.7,59.0,0.0,11.9,151.0,158.0,0.311,23.7,961.6,29.9,161.0
20.56239,74.395164,503.0,2023-01-05T13:00,26.0,50.0,0.0,11.2,147.0,252.0,0.311,23.7,960.4,27.7,246.4
20.56239,74.395164,503.0,2023-01-05T14:00,26.6,47.0,0.0,11.8,142.0,268.0,0.311,23.7,959.4,27.0,250.3
20.56239,74.395164,503.0,2023-01-05T15:00,26.8,45.0,0.0,9.8,144.0,198.0,0.311,23.7,958.8,26.6,173.6
20.56239,74.395164,503.0,2023-01-05T16:00,26.7,44.0,0.0,7.7,131.0,151.0,0.311,23.7,958.7,22.3,117.9
20.56239,74.395164,503.0,2023-01-05T17:00,24.9,53.0,0.0,9.5,65.0,59.0,0.312,23.7,959.0,16.9,31.0
20.56239,74.395164,503.0,2023-01-05T18:00,22.3,65.0,0.0,15.5,59.0,4.0,0.312,23.7,959.6,26.3,0.0
20.56239,74.395164,503.0,2023-01-05T19:00,20.2,77.0,0.0,15.0,69.0,0.0,0.312,23.7,960.4,28.8,0.0
20.56239,74.395164,503.0,2023-01-05T20:00,19.0,82.0,0.0,12.2,66.0,0.0,0.312,23.7,961.1,26.3,0.0
20.56239,74.395164,503.0,2023-01-05T21:00,18.3,85.0,0.0,9.0,67.0,0.0,0.312,23.7,961.7,20.9,0.0
20.56239,74.395164,503.0,2023-01-05T22:00,17.6,88.0,0.0,6.3,66.0,0.0,0.312,23.7,961.9,14.8,0.0
20.56239,74.395164,503.0,2023-01-05T23:00,17.0,91.0,0.0,5.4,53.0,0.0,0.312,23.7,961.7,10.4,0.0
20.56239,74.395164,503.0,2023-01-06T00:00,16.4,94.0,0.0,5.2,56.0,0.0,0.312,23.7,961.1,8.6,0.0
20.56239,74.395164,503.0,2023-01-06T01:00,16.1,95.0,0.0,5.7,55.0,0.0,0.312,23.7,960.7,7.9,0.0
20.56239,74.395164,503.0,2023-01-06T02:00,15.7,96.0,0.0,5.2,34.0,0.0,0.312,23.7,960.2,8.3,0.0
20.56239,74.395164,503.0,2023-01-06T03:00,15.3,97.0,0.0,5.4,20.0,0.0,0.312,23.7,959.8,7.6,0.0
20.56239,74.395164,503.0,2023-01-06T04:00,15.0,98.0,0.0,6.3,13.0,0.0,0.312,23.7,959.8,7.9,0.0
20.56239,74.395164,503.0,2023-01-06T05:00,15.3,99.0,0.0,4.3,360.0,0.0,0.313,23.7,960.3,7.6,0.0
20.56239,74.395164,503.0,2023-01-06T06:00,15.5,99.0,0.0,3.6,354.0,0.0,0.313,23.7,961.2,5.0,0.0
20.56239,74.395164,503.0,2023-01-06T07:00,15.4,100.0,0.0,2.9,353.0,0.0,0.313,23.6,961.9,4.3,0.0
20.56239,74.395164,503.0,2023-01-06T08:00,16.8,94.0,0.0,1.1,72.0,15.0,0.313,23.6,963.1,7.9,24.3
20.56239,74.395164,503.0,2023-01-06T09:00,19.7,79.0,0.0,5.1,135.0,92.0,0.313,23.6,964.3,15.1,114.3
20.56239,74.395164,503.0,2023-01-06T10:00,22.0,70.0,0.0,6.9,133.0,290.0,0.312,23.6,964.8,19.4,327.1
20.56239,74.395164,503.0,2023-01-06T11:00,24.4,60.0,0.0,11.0,131.0,356.0,0.312,23.6,964.3,26.3,379.2
20.56239,74.395164,503.0,2023-01-06T12:00,25.8,53.0,0.1,8.4,130.0,443.0,0.312,23.6,963.1,26.6,451.5
20.56239,74.395164,503.0,2023-01-06T13:00,26.3,50.0,0.0,8.1,135.0,390.0,0.312,23.6,962.0,23.4,381.5
20.56239,74.395164,503.0,2023-01-06T14:00,26.8,48.0,0.0,6.6,131.0,427.0,0.312,23.6,961.2,22.7,399.0
20.56239,74.395164,503.0,2023-01-06T15:00,26.8,47.0,0.0,7.2,108.0,336.0,0.312,23.6,960.3,19.8,294.8
20.56239,74.395164,503.0,2023-01-06T16:00,26.2,49.0,0.0,9.7,94.0,203.0,0.312,23.6,960.3,21.6,158.8
20.56239,74.395164,503.0,2023-01-06T17:00,24.2,59.0,0.0,8.6,88.0,76.0,0.313,23.6,960.6,22.0,40.4
20.56239,74.395164,503.0,2023-01-06T18:00,22.2,70.0,0.0,8.9,69.0,4.0,0.313,23.6,961.0,15.8,0.0
20.56239,74.395164,503.0,2023-01-06T19:00,21.4,76.0,0.0,8.9,63.0,0.0,0.313,23.6,961.6,15.1,0.0
20.56239,74.395164,503.0,2023-01-06T20:00,20.7,81.0,0.0,7.9,60.0,0.0,0.313,23.6,962.2,15.1,0.0
20.56239,74.395164,503.0,2023-01-06T21:00,19.9,86.0,0.0,6.7,54.0,0.0,0.313,23.6,962.5,13.7,0.0
20.56239,74.395164,503.0,2023-01-06T22:00,19.4,88.0,0.0,6.5,56.0,0.0,0.313,23.6,962.6,11.2,0.0
20.56239,74.395164,503.0,2023-01-06T23:00,18.6,92.0,0.0,5.6,63.0,0.0,0.313,23.6,962.3,10.8,0.0
20.56239,74.395164,503.0,2023-01-07T00:00,18.0,94.0,0.0,5.7,55.0,0.0,0.313,23.6,961.8,8.6,0.0
20.56239,74.395164,503.0,2023-01-07T01:00,17.6,94.0,0.0,5.7,55.0,0.0,0.313,23.6,961.2,8.6,0.0
20.56239,74.395164,503.0,2023-01-07T02:00,17.1,94.0,0.0,5.7,55.0,0.0,0.313,23.6,960.6,9.0,0.0
20.56239,74.395164,503.0,2023-01-07T03:00,16.7,95.0,0.0,5.8,60.0,0.0,0.313,23.6,960.1,8.6,0.0
20.56239,74.395164,503.0,2023-01-07T04:00,16.1,96.0,0.0,7.5,55.0,0.0,0.313,23.6,960.1,9.7,0.0
20.56239,74.395164,503.0,2023-01-07T05:00,16.3,97.0,0.0,5.6,50.0,0.0,0.314,23.6,960.5,9.0,0.0
20.56239,74.395164,503.0,2023-01-07T06:00,16.5,97.0,0.0,3.9,22.0,0.0,0.314,23.6,961.4,7.2,0.0
20.56239,74.395164,503.0,2023-01-07T07:00,16.1,98.0,0.0,0.4,270.0,0.0,0.314,23.6,962.0,5.0,0.0
20.56239,74.395164,503.0,2023-01-07T08:00,17.5,91.0,0.0,1.3,326.0,50.0,0.314,23.5,963.0,7.6,81.1
20.56239,74.395164,503.0,2023-01-07T09:00,19.9,78.0,0.0,2.9,60.0,193.0,0.314,23.5,964.1,12.6,240.0
20.56239,74.395164,503.0,2023-01-07T10:00,22.4,68.0,0.0,5.4,90.0,355.0,0.314,23.5,964.5,17.6,400.6
20.56239,74.395164,503.0,2023-01-07T11:00,24.4,60.0,0.0,6.9,99.0,486.0,0.314,23.5,963.9,20.9,517.8
20.56239,74.395164,503.0,2023-01-07T12:00,26.0,52.0,0.0,8.4,100.0,540.0,0.314,23.5,962.9,23.4,550.5
20.56239,74.395164,503.0,2023-01-07T13:00,27.0,47.0,0.0,8.7,97.0,569.0,0.313,23.5,961.6,23.8,556.8
20.56239,74.395164,503.0,2023-01-07T14:00,27.3,44.0,0.0,8.3,95.0,470.0,0.313,23.5,960.6,23.8,439.4
20.56239,74.395164,503.0,2023-01-07T15:00,27.3,42.0,0.0,6.8,87.0,368.0,0.313,23.5,959.9,22.3,323.2
20.56239,74.395164,503.0,2023-01-07T16:00,26.8,42.0,0.0,8.1,69.0,192.0,0.313,23.5,959.5,19.1,150.5
20.56239,74.395164,503.0,2023-01-07T17:00,25.3,47.0,0.0,9.0,74.0,58.0,0.315,23.5,959.7,20.2,31.1
20.56239,74.395164,503.0,2023-01-07T18:00,23.0,57.0,0.0,10.4,56.0,4.0,0.315,23.5,960.1,17.3,0.0
20.56239,74.395164,503.0,2023-01-07T19:00,21.8,63.0,0.0,9.7,51.0,0.0,0.315,23.5,960.7,17.6,0.0
20.56239,74.395164,503.0,2023-01-07T20:00,20.9,67.0,0.0,9.1,56.0,0.0,0.315,23.5,961.1,16.6,0.0
20.56239,74.395164,503.0,2023-01-07T21:00,19.6,71.0,0.0,6.3,59.0,0.0,0.315,23.5,961.2,15.1,0.0
20.56239,74.395164,503.0,2023-01-07T22:00,18.4,76.0,0.0,7.3,70.0,0.0,0.315,23.5,961.3,10.1,0.0
20.56239,74.395164,503.0,2023-01-07T23:00,17.5,79.0,0.0,8.8,81.0,0.0,0.315,23.5,960.9,11.2,0.0
20.56239,74.395164,503.0,2023-01-08T00:00,16.7,82.0,0.0,8.7,60.0,0.0,0.315,23.5,960.4,10.4,0.0
20.56239,74.395164,503.0,2023-01-08T01:00,16.0,83.0,0.0,7.7,53.0,0.0,0.315,23.5,960.0,10.4,0.0
20.56239,74.395164,503.0,2023-01-08T02:00,15.5,83.0,0.0,7.4,47.0,0.0,0.315,23.5,959.5,9.4,0.0
20.56239,74.395164,503.0,2023-01-08T03:00,15.2,81.0,0.0,6.7,36.0,0.0,0.315,23.5,958.9,8.6,0.0
20.56239,74.395164,503.0,2023-01-08T04:00,15.2,77.0,0.0,6.1,28.0,0.0,0.315,23.5,958.9,7.9,0.0
20.56239,74.395164,503.0,2023-01-08T05:00,14.9,79.0,0.0,4.3,360.0,0.0,0.311,23.5,959.5,7.6,0.0
20.56239,74.395164,503.0,2023-01-08T06:00,15.6,72.0,0.0,3.6,360.0,0.0,0.311,23.5,960.3,5.8,0.0
20.56239,74.395164,503.0,2023-01-08T07:00,15.3,70.0,0.0,2.4,333.0,1.0,0.311,23.5,960.9,4.7,2.6
20.56239,74.395164,503.0,2023-01-08T08:00,16.7,64.0,0.0,1.3,326.0,62.0,0.311,23.5,961.9,6.8,100.8
20.56239,74.395164,503.0,2023-01-08T09:00,19.5,46.0,0.0,2.1,59.0,224.0,0.311,23.5,962.8,10.8,278.7
20.56239,74.395164,503.0,2023-01-08T10:00,21.9,39.0,0.0,4.8,77.0,394.0,0.311,23.5,963.1,16.6,444.7
20.56239,74.395164,503.0,2023-01-08T11:00,23.8,37.0,0.0,7.4,76.0,528.0,0.311,23.5,962.6,20.9,562.7
20.56239,74.395164,503.0,2023-01-08T12:00,25.0,36.0,0.0,8.1,69.0,607.0,0.311,23.5,961.5,23.0,619.0
20.56239,74.395164,503.0,2023-01-08T13:00,25.9,34.0,0.0,8.7,60.0,619.0,0.311,23.5,960.3,23.4,605.9
20.56239,74.395164,503.0,2023-01-08T14:00,26.2,33.0,0.0,10.1,55.0,564.0,0.311,23.5,959.4,25.2,527.5
20.56239,74.395164,503.0,2023-01-08T15:00,26.0,33.0,0.0,10.7,50.0,447.0,0.311,23.5,958.9,25.2,392.9
20.56239,74.395164,503.0,2023-01-08T16:00,25.2,34.0,0.0,11.0,52.0,284.0,0.311,23.5,958.8,25.2,223.0
20.56239,74.395164,503.0,2023-01-08T17:00,23.8,37.0,0.0,8.9,58.0,109.0,0.31,23.5,958.6,23.4,59.1
20.56239,74.395164,503.0,2023-01-08T18:00,20.7,46.0,0.0,8.3,72.0,7.0,0.31,23.5,958.6,15.5,0.0
20.56239,74.395164,503.0,2023-01-08T19:00,19.2,52.0,0.0,7.8,68.0,0.0,0.31,23.5,959.1,13.7,0.0
20.56239,74.395164,503.0,2023-01-08T20:00,17.0,59.0,0.0,8.8,71.0,0.0,0.31,23.5,959.5,12.6,0.0
20.56239,74.395164,503.0,2023-01-08T21:00,16.8,61.0,0.0,8.5,54.0,0.0,0.31,23.5,959.8,12.6,0.0
20.56239,74.395164,503.0,2023-01-08T22:00,16.8,60.0,0.0,5.4,352.0,0.0,0.31,23.5,960.1,10.1,0.0
20.56239,74.395164,503.0,2023-01-08T23:00,15.8,63.0,0.0,4.6,315.0,0.0,0.31,23.5,959.9,6.5,0.0
20.56239,74.395164,503.0,2023-01-09T00:00,15.8,62.0,0.0,4.6,315.0,0.0,0.31,23.5,959.7,6.1,0.0
20.56239,74.395164,503.0,2023-01-09T01:00,16.7,58.0,0.0,4.1,15.0,0.0,0.31,23.5,959.7,5.4,0.0
20.56239,74.395164,503.0,2023-01-09T02:00,16.1,60.0,0.0,3.1,339.0,0.0,0.31,23.5,959.2,5.0,0.0
20.56239,74.395164,503.0,2023-01-09T03:00,15.5,62.0,0.0,2.6,344.0,0.0,0.31,23.5,958.8,4.0,0.0
20.56239,74.395164,503.0,2023-01-09T04:00,13.8,67.0,0.0,1.8,323.0,0.0,0.31,23.5,958.7,3.6,0.0
20.56239,74.395164,503.0,2023-01-09T05:00,12.1,75.0,0.0,3.3,319.0,0.0,0.311,23.5,959.2,4.7,0.0
20.56239,74.395164,503.0,2023-01-09T06:00,10.8,77.0,0.0,4.6,309.0,0.0,0.311,23.5,959.8,5.8,0.0
20.56239,74.395164,503.0,2023-01-09T07:00,10.5,76.0,0.0,5.5,293.0,1.0,0.311,23.5,960.4,7.2,2.7
